"fixed","align-left","align-left href","align-left 2","align-left href 2","align-right","align-right 2","align-right 3","align-right 5"
"955","Anthony Misiewicz","https://www.fangraphs.com/players/anthony-misiewicz/18152/stats","- - -","","8.1","0.0","-0.1","-0.1"
"956","Austin Warren","https://www.fangraphs.com/players/austin-warren/24937/stats","LAA","https://www.fangraphs.com/teams/angels","1.2","0.0","-0.1","-0.1"
"957","Jonathan Aranda","https://www.fangraphs.com/players/jonathan-aranda/21837/stats","TBR","https://www.fangraphs.com/teams/rays","8","-0.1","","-0.1"
"958","Jordan Luplow","https://www.fangraphs.com/players/jordan-luplow/16424/stats","TOR","https://www.fangraphs.com/teams/blue-jays","7","-0.1","","-0.1"
"959","Glenn Otto","https://www.fangraphs.com/players/glenn-otto/21366/stats","TEX","https://www.fangraphs.com/teams/rangers","6.1","0.0","-0.1","-0.1"
"960","Owen White","https://www.fangraphs.com/players/owen-white/22273/stats","TEX","https://www.fangraphs.com/teams/rangers","2.0","0.0","-0.1","-0.1"
"961","Archie Bradley","https://www.fangraphs.com/players/archie-bradley/12918/stats","MIA","https://www.fangraphs.com/teams/marlins","7.1","0.0","-0.1","-0.1"
"962","Henry Davis","https://www.fangraphs.com/players/henry-davis/29617/stats","PIT","https://www.fangraphs.com/teams/pirates","81","-0.1","","-0.1"
"963","Spencer Turnbull","https://www.fangraphs.com/players/spencer-turnbull/16207/stats","DET","https://www.fangraphs.com/teams/tigers","31.0","0.0","-0.1","-0.1"
"964","Luis Patiño","https://www.fangraphs.com/players/luis-patino/22815/stats","TBR","https://www.fangraphs.com/teams/rays","4.0","0.0","-0.1","-0.1"
"965","Andre Jackson","https://www.fangraphs.com/players/andre-jackson/21298/stats","LAD","https://www.fangraphs.com/teams/dodgers","17.2","0.0","-0.1","-0.1"
"966","Alec Mills","https://www.fangraphs.com/players/alec-mills/13834/stats","CIN","https://www.fangraphs.com/teams/reds","1.0","0.0","-0.1","-0.1"
"967","J.C. Mejía","https://www.fangraphs.com/players/jc-mejia/20617/stats","MIL","https://www.fangraphs.com/teams/brewers","1.1","0.0","-0.1","-0.1"
"968","Cavan Biggio","https://www.fangraphs.com/players/cavan-biggio/19252/stats","TOR","https://www.fangraphs.com/teams/blue-jays","155","-0.1","","-0.1"
"969","Cal Stevenson","https://www.fangraphs.com/players/cal-stevenson/22411/stats","SFG","https://www.fangraphs.com/teams/giants","12","-0.1","","-0.1"
"970","Garrett Cleavinger","https://www.fangraphs.com/players/garrett-cleavinger/17897/stats","TBR","https://www.fangraphs.com/teams/rays","12.0","0.0","-0.1","-0.1"
"971","Jordan Weems","https://www.fangraphs.com/players/jordan-weems/13190/stats","WSN","https://www.fangraphs.com/teams/nationals","20.1","0.0","-0.1","-0.1"
"972","Joe Barlow","https://www.fangraphs.com/players/joe-barlow/22296/stats","TEX","https://www.fangraphs.com/teams/rangers","9.2","0.0","-0.1","-0.1"
"973","Luis Frías","https://www.fangraphs.com/players/luis-frias/21997/stats","ARI","https://www.fangraphs.com/teams/diamondbacks","6.2","0.0","-0.1","-0.1"
"974","Ryan Mountcastle","https://www.fangraphs.com/players/ryan-mountcastle/18373/stats","BAL","https://www.fangraphs.com/teams/orioles","262","-0.1","","-0.1"
"975","Miguel Rojas","https://www.fangraphs.com/players/miguel-rojas/7802/stats","LAD","https://www.fangraphs.com/teams/dodgers","213","-0.1","","-0.1"
"976","Dennis Santana","https://www.fangraphs.com/players/dennis-santana/17878/stats","NYM","https://www.fangraphs.com/teams/mets","8.2","0.0","-0.1","-0.1"
"977","Jonathan Loáisiga","https://www.fangraphs.com/players/jonathan-loaisiga/19753/stats","NYY","https://www.fangraphs.com/teams/yankees","3.1","0.0","-0.1","-0.1"
"978","Mike Zunino","https://www.fangraphs.com/players/mike-zunino/13265/stats","CLE","https://www.fangraphs.com/teams/guardians","140","-0.1","","-0.1"
"979","Brandon Dixon","https://www.fangraphs.com/players/brandon-dixon/15214/stats","SDP","https://www.fangraphs.com/teams/padres","78","1.0","-0.1","-0.1"
"980","Vidal Bruján","https://www.fangraphs.com/players/vidal-brujan/20536/stats","TBR","https://www.fangraphs.com/teams/rays","58","-0.1","","-0.1"
"981","Ben Joyce","https://www.fangraphs.com/players/ben-joyce/31461/stats","LAA","https://www.fangraphs.com/teams/angels","4.0","0.0","-0.1","-0.1"
"982","Reynaldo López","https://www.fangraphs.com/players/reynaldo-lopez/16400/stats","CHW","https://www.fangraphs.com/teams/white-sox","38.0","0.0","-0.1","-0.1"
"983","Spencer Howard","https://www.fangraphs.com/players/spencer-howard/23252/stats","TEX","https://www.fangraphs.com/teams/rangers","0.1","0.0","-0.1","-0.1"
"984","Henry Ramos","https://www.fangraphs.com/players/henry-ramos/11481/stats","CIN","https://www.fangraphs.com/teams/reds","73","-0.1","","-0.1"
"985","Kevin Herget","https://www.fangraphs.com/players/kevin-herget/15369/stats","CIN","https://www.fangraphs.com/teams/reds","22.0","0.0","-0.1","-0.1"
"986","Albert Abreu","https://www.fangraphs.com/players/albert-abreu/17485/stats","NYY","https://www.fangraphs.com/teams/yankees","38.1","0.0","-0.1","-0.1"
"987","Zach Neal","https://www.fangraphs.com/players/zach-neal/11294/stats","OAK","https://www.fangraphs.com/teams/athletics","3.1","0.0","-0.1","-0.1"
"988","Sam Huff","https://www.fangraphs.com/players/sam-huff/22209/stats","TEX","https://www.fangraphs.com/teams/rangers","14","-0.1","","-0.1"
"989","Gavin Sheets","https://www.fangraphs.com/players/gavin-sheets/19901/stats","CHW","https://www.fangraphs.com/teams/white-sox","205","-0.1","","-0.1"
"990","Hobie Harris","https://www.fangraphs.com/players/hobie-harris/18615/stats","WSN","https://www.fangraphs.com/teams/nationals","18.1","0.0","-0.1","-0.1"
"991","Matt Waldron","https://www.fangraphs.com/players/matt-waldron/25550/stats","SDP","https://www.fangraphs.com/teams/padres","4.2","0.0","-0.1","-0.1"
"992","Carmen Mlodzinski","https://www.fangraphs.com/players/carmen-mlodzinski/27572/stats","PIT","https://www.fangraphs.com/teams/pirates","11.2","0.0","-0.1","-0.1"
"993","Daniel Castano","https://www.fangraphs.com/players/daniel-castano/19805/stats","MIA","https://www.fangraphs.com/teams/marlins","1.0","0.0","-0.1","-0.1"
"994","James McCann","https://www.fangraphs.com/players/james-mccann/12859/stats","BAL","https://www.fangraphs.com/teams/orioles","111","-0.1","","-0.1"
"995","Ryan Thompson","https://www.fangraphs.com/players/ryan-thompson/16647/stats","TBR","https://www.fangraphs.com/teams/rays","17.2","0.0","-0.1","-0.1"
"996","Carlos Vargas","https://www.fangraphs.com/players/carlos-vargas/22915/stats","ARI","https://www.fangraphs.com/teams/diamondbacks","4.2","0.0","-0.1","-0.1"
"997","Sean Nolin","https://www.fangraphs.com/players/sean-nolin/11341/stats","MIA","https://www.fangraphs.com/teams/marlins","3.0","0.0","-0.1","-0.1"
"998","Darick Hall","https://www.fangraphs.com/players/darick-hall/19717/stats","PHI","https://www.fangraphs.com/teams/phillies","40","-0.1","","-0.1"
"999","Sam Haggerty","https://www.fangraphs.com/players/sam-haggerty/18054/stats","SEA","https://www.fangraphs.com/teams/mariners","48","-0.1","","-0.1"
"1000","Clayton Andrews","https://www.fangraphs.com/players/clayton-andrews/23631/stats","MIL","https://www.fangraphs.com/teams/brewers","1.2","0.0","-0.1","-0.1"
"1001","Jonathan Schoop","https://www.fangraphs.com/players/jonathan-schoop/11265/stats","DET","https://www.fangraphs.com/teams/tigers","151","1.1","-0.1","-0.1"
"1002","Brooks Kriske","https://www.fangraphs.com/players/brooks-kriske/21189/stats","KCR","https://www.fangraphs.com/teams/royals","6.2","0.0","-0.1","-0.1"
"1003","Fernando Abad","https://www.fangraphs.com/players/fernando-abad/4994/stats","COL","https://www.fangraphs.com/teams/rockies","5.0","0.0","-0.1","-0.1"
"1004","Ji Hwan Bae","https://www.fangraphs.com/players/ji-hwan-bae/23818/stats","PIT","https://www.fangraphs.com/teams/pirates","239","-0.1","","-0.1"
"1005","Jonny Deluca","https://www.fangraphs.com/players/jonny-deluca/26365/stats","LAD","https://www.fangraphs.com/teams/dodgers","36","-0.1","","-0.1"
"1006","Domingo Acevedo","https://www.fangraphs.com/players/domingo-acevedo/17092/stats","OAK","https://www.fangraphs.com/teams/athletics","9.1","0.0","-0.1","-0.1"
"1007","Bubba Thompson","https://www.fangraphs.com/players/bubba-thompson/22261/stats","TEX","https://www.fangraphs.com/teams/rangers","60","-0.1","","-0.1"
"1008","Matt Krook","https://www.fangraphs.com/players/matt-krook/19315/stats","NYY","https://www.fangraphs.com/teams/yankees","3.0","0.0","-0.1","-0.1"
"1009","José Butto","https://www.fangraphs.com/players/jose-butto/23313/stats","NYM","https://www.fangraphs.com/teams/mets","12.0","0.0","-0.1","-0.1"
"1010","Miguel Andujar","https://www.fangraphs.com/players/miguel-andujar/15878/stats","PIT","https://www.fangraphs.com/teams/pirates","33","-0.1","","-0.1"
"1011","John Curtiss","https://www.fangraphs.com/players/john-curtiss/16128/stats","NYM","https://www.fangraphs.com/teams/mets","17.2","0.0","-0.1","-0.1"
"1012","Cole Sands","https://www.fangraphs.com/players/cole-sands/21461/stats","MIN","https://www.fangraphs.com/teams/twins","12.2","0.0","-0.1","-0.1"
"1013","Matt Carasiti","https://www.fangraphs.com/players/matt-carasiti/13276/stats","COL","https://www.fangraphs.com/teams/rockies","21.2","0.0","-0.1","-0.1"
"1014","Ryan Kreidler","https://www.fangraphs.com/players/ryan-kreidler/25867/stats","DET","https://www.fangraphs.com/teams/tigers","18","-0.1","","-0.1"
"1015","Joan Adon","https://www.fangraphs.com/players/joan-adon/22925/stats","WSN","https://www.fangraphs.com/teams/nationals","3.0","0.0","-0.1","-0.1"
"1016","Reyes Moronta","https://www.fangraphs.com/players/reyes-moronta/14966/stats","LAA","https://www.fangraphs.com/teams/angels","1.1","0.0","-0.1","-0.1"
"1017","Seth Brown","https://www.fangraphs.com/players/seth-brown/18171/stats","OAK","https://www.fangraphs.com/teams/athletics","173","-0.1","","-0.1"
"1018","Elvis Andrus","https://www.fangraphs.com/players/elvis-andrus/8709/stats","CHW","https://www.fangraphs.com/teams/white-sox","232","-0.1","","-0.1"
"1019","Josh Winckowski","https://www.fangraphs.com/players/josh-winckowski/22387/stats","BOS","https://www.fangraphs.com/teams/red-sox","50.2","0.0","-0.1","-0.1"
"1020","Dominic Smith","https://www.fangraphs.com/players/dominic-smith/15653/stats","WSN","https://www.fangraphs.com/teams/nationals","348","-0.1","","-0.1"
"1021","McKinley Moore","https://www.fangraphs.com/players/mckinley-moore/25663/stats","PHI","https://www.fangraphs.com/teams/phillies","3.1","0.0","-0.1","-0.1"
"1022","Connor Brogdon","https://www.fangraphs.com/players/connor-brogdon/21205/stats","PHI","https://www.fangraphs.com/teams/phillies","29.0","0.0","-0.1","-0.1"
"1023","Connor Overton","https://www.fangraphs.com/players/connor-overton/18376/stats","CIN","https://www.fangraphs.com/teams/reds","11.0","0.0","-0.1","-0.1"
"1024","Cooper Criswell","https://www.fangraphs.com/players/cooper-criswell/24975/stats","TBR","https://www.fangraphs.com/teams/rays","21.0","0.0","-0.1","-0.1"
"1025","Romy Gonzalez","https://www.fangraphs.com/players/romy-gonzalez/21562/stats","CHW","https://www.fangraphs.com/teams/white-sox","97","-0.1","","-0.1"
"1026","Austin Meadows","https://www.fangraphs.com/players/austin-meadows/15672/stats","DET","https://www.fangraphs.com/teams/tigers","21","-0.1","","-0.1"
"1027","Erasmo Ramírez","https://www.fangraphs.com/players/erasmo-ramirez/10314/stats","WSN","https://www.fangraphs.com/teams/nationals","27.0","0.0","-0.1","-0.1"
"1028","Adam Haseley","https://www.fangraphs.com/players/adam-haseley/19878/stats","CHW","https://www.fangraphs.com/teams/white-sox","39","-0.1","","-0.1"
"1029","Jake Cousins","https://www.fangraphs.com/players/jake-cousins/21620/stats","MIL","https://www.fangraphs.com/teams/brewers","9.1","0.0","-0.1","-0.1"
"1030","Rylan Bannon","https://www.fangraphs.com/players/rylan-bannon/19768/stats","HOU","https://www.fangraphs.com/teams/astros","6","-0.1","","-0.1"
"1031","Mychal Givens","https://www.fangraphs.com/players/mychal-givens/10430/stats","BAL","https://www.fangraphs.com/teams/orioles","4.0","0.0","-0.1","-0.1"
"1032","Josh Palacios","https://www.fangraphs.com/players/josh-palacios/19818/stats","PIT","https://www.fangraphs.com/teams/pirates","108","-0.1","","-0.1"
"1033","Luis Urías","https://www.fangraphs.com/players/luis-urias/16622/stats","MIL","https://www.fangraphs.com/teams/brewers","68","-0.1","","-0.1"
"1034","Yonny Chirinos","https://www.fangraphs.com/players/yonny-chirinos/16401/stats","TBR","https://www.fangraphs.com/teams/rays","58.0","0.0","-0.1","-0.1"
"1035","Garrett Crochet","https://www.fangraphs.com/players/garrett-crochet/27463/stats","CHW","https://www.fangraphs.com/teams/white-sox","10.0","0.0","-0.1","-0.1"
"1036","Yacksel Ríos","https://www.fangraphs.com/players/yacksel-rios/15007/stats","OAK","https://www.fangraphs.com/teams/athletics","1.2","0.0","-0.1","-0.1"
"1037","Kevin Padlo","https://www.fangraphs.com/players/kevin-padlo/16593/stats","LAA","https://www.fangraphs.com/teams/angels","8","-0.2","","-0.2"
"1038","Jared Young","https://www.fangraphs.com/players/jared-young/20404/stats","CHC","https://www.fangraphs.com/teams/cubs","33","-0.2","","-0.2"
"1039","Wil Crowe","https://www.fangraphs.com/players/wil-crowe/19800/stats","PIT","https://www.fangraphs.com/teams/pirates","9.2","0.0","-0.2","-0.2"
