"fixed","align-left","align-left href","align-left 2","align-left href 2","align-right","align-right 2","align-right 3","align-right 5"
"296","Jason Delay","https://www.fangraphs.com/players/jason-delay/19806/stats","PIT","https://www.fangraphs.com/teams/pirates","114","0.8","","0.8"
"297","Wade Miley","https://www.fangraphs.com/players/wade-miley/8779/stats","MIL","https://www.fangraphs.com/teams/brewers","67.2","0.0","0.8","0.8"
"298","Tony Gonsolin","https://www.fangraphs.com/players/tony-gonsolin/19388/stats","LAD","https://www.fangraphs.com/teams/dodgers","67.2","0.0","0.8","0.8"
"299","Jake Burger","https://www.fangraphs.com/players/jake-burger/22275/stats","CHW","https://www.fangraphs.com/teams/white-sox","263","0.8","","0.8"
"300","Ty France","https://www.fangraphs.com/players/ty-france/17982/stats","SEA","https://www.fangraphs.com/teams/mariners","374","0.8","","0.8"
"301","Brusdar Graterol","https://www.fangraphs.com/players/brusdar-graterol/20367/stats","LAD","https://www.fangraphs.com/teams/dodgers","39.0","0.0","0.8","0.8"
"302","Mark Leiter Jr.","https://www.fangraphs.com/players/mark-leiter-jr/15551/stats","CHC","https://www.fangraphs.com/teams/cubs","36.2","0.0","0.8","0.8"
"303","Jesús Sánchez","https://www.fangraphs.com/players/jesus-sanchez/19913/stats","MIA","https://www.fangraphs.com/teams/marlins","199","0.8","","0.8"
"304","Chris Martin","https://www.fangraphs.com/players/chris-martin/11847/stats","BOS","https://www.fangraphs.com/teams/red-sox","28.2","0.0","0.8","0.8"
"305","Phil Maton","https://www.fangraphs.com/players/phil-maton/18064/stats","HOU","https://www.fangraphs.com/teams/astros","44.1","0.0","0.8","0.8"
"306","Scott McGough","https://www.fangraphs.com/players/scott-mcgough/12056/stats","ARI","https://www.fangraphs.com/teams/diamondbacks","46.1","0.0","0.8","0.8"
"307","Fernando Cruz","https://www.fangraphs.com/players/fernando-cruz/7048/stats","CIN","https://www.fangraphs.com/teams/reds","34.0","0.0","0.8","0.8"
"308","Michael A. Taylor","https://www.fangraphs.com/players/michael-a-taylor/11489/stats","MIN","https://www.fangraphs.com/teams/twins","244","0.8","","0.8"
"309","Jeff McNeil","https://www.fangraphs.com/players/jeff-mcneil/15362/stats","NYM","https://www.fangraphs.com/teams/mets","362","0.8","","0.8"
"310","Danny Coulombe","https://www.fangraphs.com/players/danny-coulombe/13293/stats","BAL","https://www.fangraphs.com/teams/orioles","30.1","0.0","0.8","0.8"
"311","Brent Suter","https://www.fangraphs.com/players/brent-suter/13942/stats","COL","https://www.fangraphs.com/teams/rockies","41.2","0.0","0.8","0.8"
"312","Edouard Julien","https://www.fangraphs.com/players/edouard-julien/27534/stats","MIN","https://www.fangraphs.com/teams/twins","153","0.8","","0.8"
"313","Matthew Boyd","https://www.fangraphs.com/players/matthew-boyd/15440/stats","DET","https://www.fangraphs.com/teams/tigers","71.0","0.0","0.8","0.8"
"314","Freddy Peralta","https://www.fangraphs.com/players/freddy-peralta/18679/stats","MIL","https://www.fangraphs.com/teams/brewers","92.0","0.0","0.8","0.8"
"315","Kutter Crawford","https://www.fangraphs.com/players/kutter-crawford/20531/stats","BOS","https://www.fangraphs.com/teams/red-sox","61.1","0.0","0.8","0.8"
"316","Victor Caratini","https://www.fangraphs.com/players/victor-caratini/14968/stats","MIL","https://www.fangraphs.com/teams/brewers","127","0.8","","0.8"
"317","Seiya Suzuki","https://www.fangraphs.com/players/seiya-suzuki/30116/stats","CHC","https://www.fangraphs.com/teams/cubs","298","0.8","","0.8"
"318","Will Benson","https://www.fangraphs.com/players/will-benson/21853/stats","CIN","https://www.fangraphs.com/teams/reds","135","0.7","","0.7"
"319","Freddy Fermin","https://www.fangraphs.com/players/freddy-fermin/21840/stats","KCR","https://www.fangraphs.com/teams/royals","106","0.7","","0.7"
"320","Michael Conforto","https://www.fangraphs.com/players/michael-conforto/16376/stats","SFG","https://www.fangraphs.com/teams/giants","299","0.7","","0.7"
"321","David Peralta","https://www.fangraphs.com/players/david-peralta/2136/stats","LAD","https://www.fangraphs.com/teams/dodgers","229","0.7","","0.7"
"322","Joey Wendle","https://www.fangraphs.com/players/joey-wendle/13853/stats","MIA","https://www.fangraphs.com/teams/marlins","175","0.7","","0.7"
"323","Nick Madrigal","https://www.fangraphs.com/players/nick-madrigal/20521/stats","CHC","https://www.fangraphs.com/teams/cubs","167","0.7","","0.7"
"324","Brandon Belt","https://www.fangraphs.com/players/brandon-belt/10264/stats","TOR","https://www.fangraphs.com/teams/blue-jays","233","0.7","","0.7"
"325","Andrew Chafin","https://www.fangraphs.com/players/andrew-chafin/12988/stats","ARI","https://www.fangraphs.com/teams/diamondbacks","31.1","0.0","0.7","0.7"
"326","Stone Garrett","https://www.fangraphs.com/players/stone-garrett/19273/stats","WSN","https://www.fangraphs.com/teams/nationals","173","0.7","","0.7"
"327","Dylan Floro","https://www.fangraphs.com/players/dylan-floro/13394/stats","MIA","https://www.fangraphs.com/teams/marlins","35.0","0.0","0.7","0.7"
"328","Evan Phillips","https://www.fangraphs.com/players/evan-phillips/17734/stats","LAD","https://www.fangraphs.com/teams/dodgers","35.1","0.0","0.7","0.7"
"329","Stuart Fairchild","https://www.fangraphs.com/players/stuart-fairchild/20321/stats","CIN","https://www.fangraphs.com/teams/reds","186","0.7","","0.7"
"330","Rob Refsnyder","https://www.fangraphs.com/players/rob-refsnyder/13770/stats","BOS","https://www.fangraphs.com/teams/red-sox","161","0.7","","0.7"
"331","Tyler Glasnow","https://www.fangraphs.com/players/tyler-glasnow/14374/stats","TBR","https://www.fangraphs.com/teams/rays","41.2","0.0","0.7","0.7"
"332","Harold Ramírez","https://www.fangraphs.com/players/harold-ramirez/14387/stats","TBR","https://www.fangraphs.com/teams/rays","251","0.7","","0.7"
"333","Joel Payamps","https://www.fangraphs.com/players/joel-payamps/14332/stats","MIL","https://www.fangraphs.com/teams/brewers","42.1","0.0","0.7","0.7"
"334","Jeffrey Springs","https://www.fangraphs.com/players/jeffrey-springs/17677/stats","TBR","https://www.fangraphs.com/teams/rays","16.0","0.0","0.7","0.7"
"335","Wilmer Flores","https://www.fangraphs.com/players/wilmer-flores/5827/stats","SFG","https://www.fangraphs.com/teams/giants","205","0.7","","0.7"
"336","A.J. Puk","https://www.fangraphs.com/players/aj-puk/19343/stats","MIA","https://www.fangraphs.com/teams/marlins","29.0","0.0","0.7","0.7"
"337","Akil Baddoo","https://www.fangraphs.com/players/akil-baddoo/22168/stats","DET","https://www.fangraphs.com/teams/tigers","176","0.7","","0.7"
"338","Brock Stewart","https://www.fangraphs.com/players/brock-stewart/16727/stats","MIN","https://www.fangraphs.com/teams/twins","25.2","0.0","0.7","0.7"
"339","Kerry Carpenter","https://www.fangraphs.com/players/kerry-carpenter/25961/stats","DET","https://www.fangraphs.com/teams/tigers","167","0.7","","0.7"
"340","Marcell Ozuna","https://www.fangraphs.com/players/marcell-ozuna/10324/stats","ATL","https://www.fangraphs.com/teams/braves","294","0.7","","0.7"
"341","Mark Canha","https://www.fangraphs.com/players/mark-canha/11445/stats","NYM","https://www.fangraphs.com/teams/mets","255","0.7","","0.7"
"342","Joc Pederson","https://www.fangraphs.com/players/joc-pederson/11899/stats","SFG","https://www.fangraphs.com/teams/giants","203","0.7","","0.7"
"343","Mike Clevinger","https://www.fangraphs.com/players/mike-clevinger/12808/stats","CHW","https://www.fangraphs.com/teams/white-sox","62.2","0.0","0.7","0.7"
"344","Byron Buxton","https://www.fangraphs.com/players/byron-buxton/14161/stats","MIN","https://www.fangraphs.com/teams/twins","297","0.7","","0.7"
"345","Caleb Ferguson","https://www.fangraphs.com/players/caleb-ferguson/19349/stats","LAD","https://www.fangraphs.com/teams/dodgers","32.1","0.0","0.7","0.7"
"346","Edward Cabrera","https://www.fangraphs.com/players/edward-cabrera/21690/stats","MIA","https://www.fangraphs.com/teams/marlins","67.0","0.0","0.7","0.7"
"347","Ramón Urías","https://www.fangraphs.com/players/ramon-urias/18795/stats","BAL","https://www.fangraphs.com/teams/orioles","229","0.7","","0.7"
"348","Jorge Mateo","https://www.fangraphs.com/players/jorge-mateo/17273/stats","BAL","https://www.fangraphs.com/teams/orioles","248","0.7","","0.7"
"349","Daulton Varsho","https://www.fangraphs.com/players/daulton-varsho/19918/stats","TOR","https://www.fangraphs.com/teams/blue-jays","350","0.7","","0.7"
"350","Vince Velasquez","https://www.fangraphs.com/players/vince-velasquez/11189/stats","PIT","https://www.fangraphs.com/teams/pirates","37.1","0.0","0.7","0.7"
"351","Kenta Maeda","https://www.fangraphs.com/players/kenta-maeda/18498/stats","MIN","https://www.fangraphs.com/teams/twins","33.0","0.0","0.7","0.7"
"352","Connor Wong","https://www.fangraphs.com/players/connor-wong/19896/stats","BOS","https://www.fangraphs.com/teams/red-sox","224","0.7","","0.7"
"353","Dominic Fletcher","https://www.fangraphs.com/players/dominic-fletcher/26149/stats","ARI","https://www.fangraphs.com/teams/diamondbacks","102","0.7","","0.7"
"354","Tyler Rogers","https://www.fangraphs.com/players/tyler-rogers/15541/stats","SFG","https://www.fangraphs.com/teams/giants","45.2","0.0","0.7","0.7"
"355","Nicky Lopez","https://www.fangraphs.com/players/nicky-lopez/19339/stats","KCR","https://www.fangraphs.com/teams/royals","163","0.7","","0.7"
"356","Luis Garcia","https://www.fangraphs.com/players/luis-garcia/23735/stats","HOU","https://www.fangraphs.com/teams/astros","27.0","0.0","0.7","0.7"
"357","Will Vest","https://www.fangraphs.com/players/will-vest/19769/stats","DET","https://www.fangraphs.com/teams/tigers","29.2","0.0","0.7","0.7"
"358","Hunter Harvey","https://www.fangraphs.com/players/hunter-harvey/15507/stats","WSN","https://www.fangraphs.com/teams/nationals","39.1","0.0","0.7","0.7"
"359","Carlos Estévez","https://www.fangraphs.com/players/carlos-estevez/14542/stats","LAA","https://www.fangraphs.com/teams/angels","35.0","0.0","0.6","0.6"
"360","Grant Anderson","https://www.fangraphs.com/players/grant-anderson/20546/stats","TEX","https://www.fangraphs.com/teams/rangers","23.1","0.0","0.6","0.6"
"361","John Brebbia","https://www.fangraphs.com/players/john-brebbia/12777/stats","SFG","https://www.fangraphs.com/teams/giants","28.2","0.0","0.6","0.6"
"362","Colin Rea","https://www.fangraphs.com/players/colin-rea/12317/stats","MIL","https://www.fangraphs.com/teams/brewers","80.1","0.0","0.6","0.6"
"363","Zach Davies","https://www.fangraphs.com/players/zach-davies/13183/stats","ARI","https://www.fangraphs.com/teams/diamondbacks","53.2","0.0","0.6","0.6"
"364","Bryan Abreu","https://www.fangraphs.com/players/bryan-abreu/16609/stats","HOU","https://www.fangraphs.com/teams/astros","43.0","0.0","0.6","0.6"
"365","Nestor Cortes","https://www.fangraphs.com/players/nestor-cortes/17874/stats","NYY","https://www.fangraphs.com/teams/yankees","59.1","0.0","0.6","0.6"
"366","Gregory Soto","https://www.fangraphs.com/players/gregory-soto/19677/stats","PHI","https://www.fangraphs.com/teams/phillies","33.1","0.0","0.6","0.6"
"367","Max Fried","https://www.fangraphs.com/players/max-fried/13743/stats","ATL","https://www.fangraphs.com/teams/braves","26.0","0.0","0.6","0.6"
"368","Kyle Nelson","https://www.fangraphs.com/players/kyle-nelson/20515/stats","ARI","https://www.fangraphs.com/teams/diamondbacks","34.2","0.0","0.6","0.6"
"369","Seby Zavala","https://www.fangraphs.com/players/seby-zavala/18887/stats","CHW","https://www.fangraphs.com/teams/white-sox","141","0.6","","0.6"
"370","Paul Blackburn","https://www.fangraphs.com/players/paul-blackburn/14739/stats","OAK","https://www.fangraphs.com/teams/athletics","37.0","0.0","0.6","0.6"
"371","Jordan Hicks","https://www.fangraphs.com/players/jordan-hicks/19618/stats","STL","https://www.fangraphs.com/teams/cardinals","36.2","0.0","0.6","0.6"
"372","JP Sears","https://www.fangraphs.com/players/jp-sears/23429/stats","OAK","https://www.fangraphs.com/teams/athletics","99.2","0.0","0.6","0.6"
"373","Trevor Gott","https://www.fangraphs.com/players/trevor-gott/15046/stats","- - -","","31.0","0.0","0.6","0.6"
"374","Rougned Odor","https://www.fangraphs.com/players/rougned-odor/12282/stats","SDP","https://www.fangraphs.com/teams/padres","150","0.6","","0.6"
"375","Will Brennan","https://www.fangraphs.com/players/will-brennan/25660/stats","CLE","https://www.fangraphs.com/teams/guardians","250","0.6","","0.6"
"376","Garrett Cooper","https://www.fangraphs.com/players/garrett-cooper/15279/stats","MIA","https://www.fangraphs.com/teams/marlins","281","0.6","","0.6"
"377","Ryan Feltner","https://www.fangraphs.com/players/ryan-feltner/21446/stats","COL","https://www.fangraphs.com/teams/rockies","35.1","0.0","0.6","0.6"
"378","Lucas Erceg","https://www.fangraphs.com/players/lucas-erceg/19360/stats","OAK","https://www.fangraphs.com/teams/athletics","24.1","0.0","0.6","0.6"
"379","Bryce Harper","https://www.fangraphs.com/players/bryce-harper/11579/stats","PHI","https://www.fangraphs.com/teams/phillies","246","0.6","","0.6"
"380","Jordan Westburg","https://www.fangraphs.com/players/jordan-westburg/27815/stats","BAL","https://www.fangraphs.com/teams/orioles","45","0.6","","0.6"
"381","Yan Gomes","https://www.fangraphs.com/players/yan-gomes/9627/stats","CHC","https://www.fangraphs.com/teams/cubs","198","0.6","","0.6"
"382","Eddie Rosario","https://www.fangraphs.com/players/eddie-rosario/12155/stats","ATL","https://www.fangraphs.com/teams/braves","294","0.6","","0.6"
"383","David Robertson","https://www.fangraphs.com/players/david-robertson/8241/stats","NYM","https://www.fangraphs.com/teams/mets","39.1","0.0","0.6","0.6"
"384","Steven Wilson","https://www.fangraphs.com/players/steven-wilson/20353/stats","SDP","https://www.fangraphs.com/teams/padres","37.0","0.0","0.6","0.6"
"385","Evan Longoria","https://www.fangraphs.com/players/evan-longoria/9368/stats","ARI","https://www.fangraphs.com/teams/diamondbacks","155","0.6","","0.6"
"386","Mike Ford","https://www.fangraphs.com/players/mike-ford/15585/stats","SEA","https://www.fangraphs.com/teams/mariners","91","2.0","0.7","0.6"
"387","Scott Barlow","https://www.fangraphs.com/players/scott-barlow/14993/stats","KCR","https://www.fangraphs.com/teams/royals","33.0","0.0","0.6","0.6"
"388","Mike Tauchman","https://www.fangraphs.com/players/mike-tauchman/15274/stats","CHC","https://www.fangraphs.com/teams/cubs","165","0.6","","0.6"
"389","Reese Olson","https://www.fangraphs.com/players/reese-olson/24968/stats","DET","https://www.fangraphs.com/teams/tigers","33.1","0.0","0.6","0.6"
"390","Bryan Baker","https://www.fangraphs.com/players/bryan-baker/19804/stats","BAL","https://www.fangraphs.com/teams/orioles","36.2","0.0","0.6","0.6"
"391","Kyle Farmer","https://www.fangraphs.com/players/kyle-farmer/14813/stats","MIN","https://www.fangraphs.com/teams/twins","194","0.6","","0.6"
"392","Yainer Diaz","https://www.fangraphs.com/players/yainer-diaz/23003/stats","HOU","https://www.fangraphs.com/teams/astros","188","0.6","","0.6"
"393","Marco Gonzales","https://www.fangraphs.com/players/marco-gonzales/15467/stats","SEA","https://www.fangraphs.com/teams/mariners","50.0","0.0","0.6","0.6"
"394","Adam Duvall","https://www.fangraphs.com/players/adam-duvall/10950/stats","BOS","https://www.fangraphs.com/teams/red-sox","128","0.6","","0.6"
"395","Dauri Moreta","https://www.fangraphs.com/players/dauri-moreta/21101/stats","PIT","https://www.fangraphs.com/teams/pirates","39.2","0.0","0.6","0.6"
"396","Adrian Houser","https://www.fangraphs.com/players/adrian-houser/12718/stats","MIL","https://www.fangraphs.com/teams/brewers","51.1","0.0","0.6","0.6"
"397","Joey Votto","https://www.fangraphs.com/players/joey-votto/4314/stats","CIN","https://www.fangraphs.com/teams/reds","67","0.6","","0.6"
"398","Mason Miller","https://www.fangraphs.com/players/mason-miller/31757/stats","OAK","https://www.fangraphs.com/teams/athletics","21.1","0.0","0.6","0.6"
"399","Brenton Doyle","https://www.fangraphs.com/players/brenton-doyle/25479/stats","COL","https://www.fangraphs.com/teams/rockies","193","0.6","","0.6"
"400","Royce Lewis","https://www.fangraphs.com/players/royce-lewis/20437/stats","MIN","https://www.fangraphs.com/teams/twins","99","0.6","","0.6"
"401","Brian Anderson","https://www.fangraphs.com/players/brian-anderson/18289/stats","MIL","https://www.fangraphs.com/teams/brewers","334","0.6","","0.6"
"402","Jake Irvin","https://www.fangraphs.com/players/jake-irvin/21504/stats","WSN","https://www.fangraphs.com/teams/nationals","58.2","0.0","0.6","0.6"
"403","Manuel Margot","https://www.fangraphs.com/players/manuel-margot/14712/stats","TBR","https://www.fangraphs.com/teams/rays","233","0.5","","0.5"
"404","Sean Manaea","https://www.fangraphs.com/players/sean-manaea/15873/stats","SFG","https://www.fangraphs.com/teams/giants","57.1","0.0","0.5","0.5"
"405","Tom Murphy","https://www.fangraphs.com/players/tom-murphy/13499/stats","SEA","https://www.fangraphs.com/teams/mariners","107","0.5","","0.5"
"406","Cristopher Sánchez","https://www.fangraphs.com/players/cristopher-sanchez/20778/stats","PHI","https://www.fangraphs.com/teams/phillies","25.1","0.0","0.5","0.5"
"407","Zach Remillard","https://www.fangraphs.com/players/zach-remillard/19788/stats","CHW","https://www.fangraphs.com/teams/white-sox","67","0.5","","0.5"
"408","Graham Ashcraft","https://www.fangraphs.com/players/graham-ashcraft/27552/stats","CIN","https://www.fangraphs.com/teams/reds","81.2","0.0","0.5","0.5"
"409","Devin Williams","https://www.fangraphs.com/players/devin-williams/15816/stats","MIL","https://www.fangraphs.com/teams/brewers","33.1","0.0","0.5","0.5"
"410","Nick Fortes","https://www.fangraphs.com/players/nick-fortes/21538/stats","MIA","https://www.fangraphs.com/teams/marlins","205","0.5","","0.5"
"411","Garrett Whitlock","https://www.fangraphs.com/players/garrett-whitlock/20191/stats","BOS","https://www.fangraphs.com/teams/red-sox","51.2","0.0","0.5","0.5"
"412","Joey Gallo","https://www.fangraphs.com/players/joey-gallo/14128/stats","MIN","https://www.fangraphs.com/teams/twins","232","0.5","","0.5"
"413","Alex Call","https://www.fangraphs.com/players/alex-call/19296/stats","WSN","https://www.fangraphs.com/teams/nationals","270","0.5","","0.5"
"414","Jaime Barria","https://www.fangraphs.com/players/jaime-barria/18356/stats","LAA","https://www.fangraphs.com/teams/angels","54.1","0.0","0.5","0.5"
"415","Elias Díaz","https://www.fangraphs.com/players/elias-diaz/11680/stats","COL","https://www.fangraphs.com/teams/rockies","305","0.5","","0.5"
"416","Jhoan Duran","https://www.fangraphs.com/players/jhoan-duran/21029/stats","MIN","https://www.fangraphs.com/teams/twins","34.1","0.0","0.5","0.5"
"417","Brandon Crawford","https://www.fangraphs.com/players/brandon-crawford/5343/stats","SFG","https://www.fangraphs.com/teams/giants","209","1.0","0.5","0.5"
"418","Elvis Peguero","https://www.fangraphs.com/players/elvis-peguero/21652/stats","MIL","https://www.fangraphs.com/teams/brewers","35.0","0.0","0.5","0.5"
"419","Julian Merryweather","https://www.fangraphs.com/players/julian-merryweather/16703/stats","CHC","https://www.fangraphs.com/teams/cubs","37.2","0.0","0.5","0.5"
"420","Jimmy Cordero","https://www.fangraphs.com/players/jimmy-cordero/15690/stats","NYY","https://www.fangraphs.com/teams/yankees","32.2","0.0","0.5","0.5"
"421","Trevor Richards","https://www.fangraphs.com/players/trevor-richards/19309/stats","TOR","https://www.fangraphs.com/teams/blue-jays","44.2","0.0","0.5","0.5"
"422","Mason Thompson","https://www.fangraphs.com/players/mason-thompson/21850/stats","WSN","https://www.fangraphs.com/teams/nationals","42.1","0.0","0.5","0.5"
"423","Huascar Brazoban","https://www.fangraphs.com/players/huascar-brazoban/6107/stats","MIA","https://www.fangraphs.com/teams/marlins","45.1","0.0","0.5","0.5"
"424","Alec Bohm","https://www.fangraphs.com/players/alec-bohm/21618/stats","PHI","https://www.fangraphs.com/teams/phillies","314","0.5","","0.5"
"425","Ben Lively","https://www.fangraphs.com/players/ben-lively/14932/stats","CIN","https://www.fangraphs.com/teams/reds","51.2","0.0","0.5","0.5"
"426","Nolan Jones","https://www.fangraphs.com/players/nolan-jones/20529/stats","COL","https://www.fangraphs.com/teams/rockies","138","0.5","","0.5"
"427","Julio Urías","https://www.fangraphs.com/players/julio-urias/14765/stats","LAD","https://www.fangraphs.com/teams/dodgers","64.1","0.0","0.5","0.5"
"428","Gary Sánchez","https://www.fangraphs.com/players/gary-sanchez/11442/stats","- - -","","135","0.5","","0.5"
"429","Alejandro Kirk","https://www.fangraphs.com/players/alejandro-kirk/22581/stats","TOR","https://www.fangraphs.com/teams/blue-jays","227","0.5","","0.5"
"430","Bryan De La Cruz","https://www.fangraphs.com/players/bryan-de-la-cruz/19600/stats","MIA","https://www.fangraphs.com/teams/marlins","363","0.5","","0.5"
"431","Nick Martinez","https://www.fangraphs.com/players/nick-martinez/12730/stats","SDP","https://www.fangraphs.com/teams/padres","64.2","0.0","0.5","0.5"
"432","Brennan Bernardino","https://www.fangraphs.com/players/brennan-bernardino/16835/stats","BOS","https://www.fangraphs.com/teams/red-sox","28.2","0.0","0.5","0.5"
"433","Osvaldo Bido","https://www.fangraphs.com/players/osvaldo-bido/23150/stats","PIT","https://www.fangraphs.com/teams/pirates","24.1","0.0","0.5","0.5"
"434","Andrés Muñoz","https://www.fangraphs.com/players/andres-munoz/20373/stats","SEA","https://www.fangraphs.com/teams/mariners","16.0","0.0","0.5","0.5"
"435","Tommy Kahnle","https://www.fangraphs.com/players/tommy-kahnle/11384/stats","NYY","https://www.fangraphs.com/teams/yankees","15.1","0.0","0.5","0.5"
"436","Hector Neris","https://www.fangraphs.com/players/hector-neris/11804/stats","HOU","https://www.fangraphs.com/teams/astros","37.2","0.0","0.5","0.5"
"437","Jeff Hoffman","https://www.fangraphs.com/players/jeff-hoffman/17432/stats","PHI","https://www.fangraphs.com/teams/phillies","21.1","0.0","0.5","0.5"
"438","Jameson Taillon","https://www.fangraphs.com/players/jameson-taillon/11674/stats","CHC","https://www.fangraphs.com/teams/cubs","71.2","0.0","0.5","0.5"
"439","Joe Kelly","https://www.fangraphs.com/players/joe-kelly/9761/stats","CHW","https://www.fangraphs.com/teams/white-sox","28.0","0.0","0.5","0.5"
"440","Carlos Santana","https://www.fangraphs.com/players/carlos-santana/2396/stats","PIT","https://www.fangraphs.com/teams/pirates","344","0.5","","0.5"
"441","Chris Devenski","https://www.fangraphs.com/players/chris-devenski/12763/stats","LAA","https://www.fangraphs.com/teams/angels","33.0","0.0","0.5","0.5"
"442","Bailey Falter","https://www.fangraphs.com/players/bailey-falter/20070/stats","PHI","https://www.fangraphs.com/teams/phillies","40.1","0.0","0.5","0.5"
"443","Kris Bubic","https://www.fangraphs.com/players/kris-bubic/21455/stats","KCR","https://www.fangraphs.com/teams/royals","16.0","0.0","0.5","0.5"
"444","Eloy Jiménez","https://www.fangraphs.com/players/eloy-jimenez/17484/stats","CHW","https://www.fangraphs.com/teams/white-sox","251","0.5","","0.5"
"445","Christian Vázquez","https://www.fangraphs.com/players/christian-vazquez/9774/stats","MIN","https://www.fangraphs.com/teams/twins","202","0.5","","0.5"
"446","Mitch Garver","https://www.fangraphs.com/players/mitch-garver/15161/stats","TEX","https://www.fangraphs.com/teams/rangers","101","0.5","","0.5"
"447","Jace Peterson","https://www.fangraphs.com/players/jace-peterson/12325/stats","OAK","https://www.fangraphs.com/teams/athletics","285","2.0","0.6","0.5"
"448","Aaron Hicks","https://www.fangraphs.com/players/aaron-hicks/5297/stats","- - -","","194","0.5","","0.5"
"449","Brett Baty","https://www.fangraphs.com/players/brett-baty/26123/stats","NYM","https://www.fangraphs.com/teams/mets","234","0.5","","0.5"
"450","J.P. France","https://www.fangraphs.com/players/jp-france/21212/stats","HOU","https://www.fangraphs.com/teams/astros","66.1","0.0","0.5","0.5"
"451","Trevor Williams","https://www.fangraphs.com/players/trevor-williams/16977/stats","WSN","https://www.fangraphs.com/teams/nationals","91.0","0.0","0.5","0.5"
"452","Vladimir Guerrero Jr.","https://www.fangraphs.com/players/vladimir-guerrero-jr/19611/stats","TOR","https://www.fangraphs.com/teams/blue-jays","384","0.5","","0.5"
"453","Steven Okert","https://www.fangraphs.com/players/steven-okert/13580/stats","MIA","https://www.fangraphs.com/teams/marlins","32.0","0.0","0.5","0.5"
"454","Dylan Carlson","https://www.fangraphs.com/players/dylan-carlson/20126/stats","STL","https://www.fangraphs.com/teams/cardinals","193","0.5","","0.5"
"455","Bryse Wilson","https://www.fangraphs.com/players/bryse-wilson/19990/stats","MIL","https://www.fangraphs.com/teams/brewers","43.1","0.0","0.5","0.5"
"456","Brandon Williamson","https://www.fangraphs.com/players/brandon-williamson/25463/stats","CIN","https://www.fangraphs.com/teams/reds","46.2","0.0","0.4","0.4"
"457","Zack Greinke","https://www.fangraphs.com/players/zack-greinke/1943/stats","KCR","https://www.fangraphs.com/teams/royals","92.2","0.0","0.4","0.4"
"458","Ian Hamilton","https://www.fangraphs.com/players/ian-hamilton/19261/stats","NYY","https://www.fangraphs.com/teams/yankees","27.0","0.0","0.4","0.4"
"459","CJ Abrams","https://www.fangraphs.com/players/cj-abrams/25768/stats","WSN","https://www.fangraphs.com/teams/nationals","302","0.4","","0.4"
"460","Gabe Speier","https://www.fangraphs.com/players/gabe-speier/17170/stats","SEA","https://www.fangraphs.com/teams/mariners","28.2","0.0","0.4","0.4"
"461","Andy Ibáñez","https://www.fangraphs.com/players/andy-ibanez/18819/stats","DET","https://www.fangraphs.com/teams/tigers","200","0.4","","0.4"
"462","Logan O'Hoppe","https://www.fangraphs.com/players/logan-ohoppe/24729/stats","LAA","https://www.fangraphs.com/teams/angels","59","0.4","","0.4"
"463","Shawn Armstrong","https://www.fangraphs.com/players/shawn-armstrong/12857/stats","TBR","https://www.fangraphs.com/teams/rays","18.2","0.0","0.4","0.4"
"464","Kevin Pillar","https://www.fangraphs.com/players/kevin-pillar/12434/stats","ATL","https://www.fangraphs.com/teams/braves","109","0.4","","0.4"
"465","Zach Jackson","https://www.fangraphs.com/players/zach-jackson/19493/stats","OAK","https://www.fangraphs.com/teams/athletics","18.0","0.0","0.4","0.4"
"466","Justin Topa","https://www.fangraphs.com/players/justin-topa/15145/stats","SEA","https://www.fangraphs.com/teams/mariners","33.2","0.0","0.4","0.4"
"467","Miguel Amaya","https://www.fangraphs.com/players/miguel-amaya/21693/stats","CHC","https://www.fangraphs.com/teams/cubs","69","0.4","","0.4"
"468","Javier Báez","https://www.fangraphs.com/players/javier-baez/12979/stats","DET","https://www.fangraphs.com/teams/tigers","355","0.4","","0.4"
"469","Sam Moll","https://www.fangraphs.com/players/sam-moll/14874/stats","OAK","https://www.fangraphs.com/teams/athletics","32.1","0.0","0.4","0.4"
"470","Tyler Freeman","https://www.fangraphs.com/players/tyler-freeman/22532/stats","CLE","https://www.fangraphs.com/teams/guardians","72","0.4","","0.4"
"471","Griffin Canning","https://www.fangraphs.com/players/griffin-canning/19867/stats","LAA","https://www.fangraphs.com/teams/angels","74.0","0.0","0.4","0.4"
"472","Victor Robles","https://www.fangraphs.com/players/victor-robles/18363/stats","WSN","https://www.fangraphs.com/teams/nationals","126","0.4","","0.4"
"473","Carl Edwards Jr.","https://www.fangraphs.com/players/carl-edwards-jr/13607/stats","WSN","https://www.fangraphs.com/teams/nationals","31.2","0.0","0.4","0.4"
"474","Eli Morgan","https://www.fangraphs.com/players/eli-morgan/20203/stats","CLE","https://www.fangraphs.com/teams/guardians","38.0","0.0","0.4","0.4"
"475","Lucas Sims","https://www.fangraphs.com/players/lucas-sims/13470/stats","CIN","https://www.fangraphs.com/teams/reds","35.0","0.0","0.4","0.4"
"476","Tyler Holton","https://www.fangraphs.com/players/tyler-holton/26231/stats","DET","https://www.fangraphs.com/teams/tigers","47.2","0.0","0.4","0.4"
"477","Max Kepler","https://www.fangraphs.com/players/max-kepler/12144/stats","MIN","https://www.fangraphs.com/teams/twins","226","0.4","","0.4"
