Steve Balboni All-Stars
Players with 10 or more seasons and less than 0.5 war per season.
2023-02-26 18:01:38.020
741 rows

Mickey Livingston           2.3 10 (1938-1951) WSH,PHI,CHC,NYG,BSN,BRO
Boone Logan                 2.3 13 (2006-2018) CHW,ATL,NYY,COL,CLE,MIL
Mike Munoz                  2.3 12 (1989-2000) LAD,DET,COL,TEX
Sibby Sisti                 2.3 12 (1939-1953) BSN,MLN
Wayne Twitchell             2.3 10 (1970-1979) MIL,PHI,MON,NYM,SEA
Xavier Hernandez           2.35 10 (1989-1998) HOU,NYY,CIN,TEX,TOR
Mike Hershberger           2.35 11 (1961-1971) CHW,KCA,OAK,MIL
Jerry Martin               2.35 11 (1974-1984) PHI,CHC,SFG,KCR,NYM
Val Picinich               2.35 18 (1916-1933) PHA,WSH,BOS,CIN,BRO,PIT
René Rivera                2.35 13 (2004-2021) SEA,MIN,SDP,TBR,NYM,CHC,LAA,ATL,CLE,WSN
Henry Rodriguez            2.35 11 (1992-2002) LAD,MON,CHC,FLA,NYY
Jerry Royster              2.35 16 (1973-1988) LAD,ATL,SDP,NYY,CHW
Roy Smalley                2.35 11 (1948-1958) CHC,MLN,PHI
Wayne Tolleson             2.35 10 (1981-1990) TEX,NYY,CHW
Al Weis                    2.35 10 (1962-1971) CHW,NYM
Rick White                 2.35 12 (1994-2007) PIT,TBD,NYM,COL,STL,CHW,HOU,CLE,CIN,PHI,SEA
Terry Crowley               2.4 15 (1969-1983) BAL,CIN,MON
Alan Embree                 2.4 16 (1992-2009) ATL,ARI,SFG,CHW,SDP,BOS,NYY,OAK,COL,CLE
Chad Gaudin                 2.4 11 (2003-2013) TBD,OAK,CHC,NYY,SDP,WSN,MIA,SFG,TOR
Thomas Howard               2.4 11 (1990-2000) SDP,CLE,CIN,HOU,LAD,STL
Don Kolloway                2.4 12 (1940-1953) CHW,DET,PHA
Walt Williams               2.4 10 (1964-1975) HOU,CHW,CLE,NYY
Matt Albers                2.45 14 (2006-2019) HOU,BAL,BOS,ARI,CLE,CHW,WSN,MIL
Doug Henry                 2.45 11 (1991-2001) MIL,NYM,SFG,HOU,KCR
Dale Murray                2.45 12 (1974-1985) MON,CIN,NYM,TOR,NYY,TEX
Tony Womack                2.45 13 (1993-2006) PIT,ARI,CHC,COL,STL,NYY,CIN
Ernie Camacho               2.5 10 (1980-1990) PIT,HOU,SFG,STL,OAK,CLE
David Dellucci              2.5 13 (1997-2009) BAL,ARI,NYY,TEX,PHI,CLE,TOR
Miguel Dilone               2.5 12 (1974-1985) PIT,OAK,CHC,CLE,CHW,MON,SDP
Tony Fossas                 2.5 12 (1988-1999) MIL,STL,CHC,SEA,TEX,BOS,NYY
Luis García                 2.5 10 (2013-2022) PHI,LAA,STL,TEX,SDP
Bob Melvin                  2.5 10 (1985-1994) DET,SFG,BAL,KCR,BOS,NYY,CHW
Joe Quinn                   2.5 15 (1885-1901) SLM,BSN,STL,BLN,CLV,CIN,WSH
Hal Wagner                  2.5 12 (1937-1949) PHA,BOS,DET,PHI
Scott Elarton              2.55 10 (1998-2008) HOU,COL,CLE,KCR
Jerry Lynch                2.55 13 (1954-1966) PIT,CIN
Derrick May                2.55 10 (1990-1999) CHC,MIL,HOU,PHI,MON,BAL
Tom Needham                2.55 11 (1904-1914) BSN,NYG,CHC
Orlando Palmeiro           2.55 13 (1995-2007) CAL,ANA,STL,HOU
Willie Blair                2.6 12 (1990-2001) HOU,COL,SDP,DET,NYM,ARI,TOR,CLE
Javy Guerra                 2.6 11 (2011-2021) LAD,CHW,LAA,MIA,WSN,TOR
Lew Krausse                 2.6 12 (1961-1974) KCA,OAK,MIL,BOS,STL,ATL
Rich Monteleone             2.6 10 (1987-1996) SFG,SEA,CAL,NYY
Juan Nicasio                2.6 10 (2011-2020) COL,LAD,PIT,PHI,STL,SEA,TEX
Neifi Perez                 2.6 12 (1996-2007) COL,KCR,SFG,CHC,DET
Jay Witasick                2.6 12 (1996-2007) KCR,SDP,NYY,SFG,COL,OAK,TBD
Babe Dahlgren              2.65 11 (1935-1946) BOS,NYY,BSN,CHC,BRO,PHI,PIT,SLB
Brandon League             2.65 11 (2004-2014) TOR,SEA,LAD
Franklin Stubbs            2.65 10 (1984-1995) LAD,HOU,MIL,DET
Jerry White                2.65 11 (1974-1986) MON,CHC,STL
Luis Aguayo                 2.7 10 (1980-1989) PHI,NYY,CLE
Michael Barrett             2.7 12 (1998-2009) MON,CHC,SDP,TOR
Mike Dunn                   2.7 11 (2009-2019) ATL,FLA,MIA,COL,NYY
Harry McCurdy               2.7 10 (1922-1934) STL,CHW,PHI,CIN
Wilson Betemit             2.75 11 (2001-2013) ATL,LAD,NYY,CHW,KCR,DET,BAL
Chad Fox                   2.75 10 (1997-2009) ATL,MIL,FLA,BOS,CHC
Mike Jeffcoat              2.75 10 (1983-1994) SFG,CLE,TEX,FLA
Ricky Ledee                2.75 10 (1998-2007) NYY,CLE,TEX,PHI,SFG,LAD,NYM
Jim Spencer                2.75 15 (1968-1982) CAL,TEX,CHW,NYY,OAK
Russ Springer              2.75 18 (1992-2010) PHI,CAL,HOU,ATL,ARI,STL,OAK,TBR,CIN,NYY
Don Zimmer                 2.75 12 (1954-1965) BRO,LAD,CHC,NYM,CIN,WSA
Clint Hurdle                2.8 10 (1977-1987) KCR,CIN,NYM,STL
Jay Powell                  2.8 11 (1995-2005) FLA,HOU,COL,TEX,ATL
Pinch Thomas                2.8 10 (1912-1921) BOS,CLE
David West                  2.8 10 (1988-1998) NYM,MIN,PHI,BOS
Ty Wigginton                2.8 12 (2002-2013) NYM,PIT,TBD,HOU,BAL,COL,PHI,STL
Rocky Bridges              2.85 11 (1951-1961) BRO,CIN,WSH,DET,CLE,STL,LAA
Mickey Hatcher             2.85 12 (1979-1990) LAD,MIN
Hobie Landrith             2.85 14 (1950-1963) CIN,CHC,STL,SFG,BAL,NYM,WSA
Gary Ross                  2.85 10 (1968-1977) CHC,SDP,CAL
Jimmy Wasdell              2.85 10 (1937-1946) WSH,BRO,PIT,PHI,CLE
Rich DeLucia                2.9 10 (1990-1999) SEA,CIN,STL,SFG,ANA,CLE
George Frazier              2.9 10 (1978-1987) STL,CHC,CLE,MIN,NYY
Scott Schoeneweis           2.9 12 (1999-2010) ANA,CHW,TOR,CIN,NYM,ARI,BOS
Steve Crawford              2.9 10 (1980-1991) BOS,KCR
Jimmy Haynes               2.95 10 (1995-2004) OAK,MIL,CIN,BAL
Billy Martin               2.95 11 (1950-1961) NYY,KCA,DET,CLE,CIN,MIN
Brent Mayne                2.95 15 (1990-2004) KCR,NYM,OAK,SFG,COL,ARI,LAD
Barry McCormick            2.95 10 (1895-1904) LOU,CHC,SLB,WSH
Marc Rzepczynski           2.95 10 (2009-2018) TOR,STL,CLE,SDP,OAK,WSN,SEA
Carl Scheib                2.95 11 (1943-1954) PHA,STL
Bill Brubaker               3.0 10 (1932-1943) PIT,BSN
John Ellis                  3.0 13 (1969-1981) NYY,CLE,TEX
Alfredo Griffin             3.0 18 (1976-1993) CLE,TOR,OAK,LAD
Bill Krueger                3.0 13 (1983-1995) LAD,OAK,MIL,MON,MIN,SDP,DET,SEA
Rick Leach                  3.0 10 (1981-1990) DET,TOR,TEX,SFG
Nelson Liriano              3.0 11 (1987-1998) TOR,MIN,KCR,COL,PIT,LAD
Champ Summers               3.0 11 (1974-1984) OAK,CHC,CIN,DET,SFG,SDP
Ramon Castro               3.05 13 (1999-2011) FLA,NYM,CHW
Chris Haney                3.05 11 (1991-2002) MON,KCR,CHC,BOS,CLE
Fred Jacklitsch            3.05 11 (1900-1917) PHI,BRO,NYY,BSN
José Molina                3.05 15 (1999-2014) CHC,ANA,LAA,NYY,TOR,TBR
Fernando Abad               3.1 10 (2010-2021) HOU,WSN,OAK,BOS,MIN,SFG,BAL
Mike Felder                 3.1 10 (1985-1994) MIL,SFG,SEA,HOU
Wilbur Good                 3.1 11 (1905-1918) NYY,CLE,BSN,CHC,PHI,CHW
Ryan Langerhans             3.1 11 (2002-2013) ATL,OAK,WSN,SEA,LAA,TOR
Bubba Phillips              3.1 10 (1955-1964) DET,CHW,CLE
Pat Tabler                  3.1 12 (1981-1992) CHC,CLE,KCR,NYM,TOR
Billy Gardner              3.15 10 (1954-1963) NYG,BAL,WSH,NYY,MIN,BOS
Doc Johnston               3.15 11 (1909-1922) CIN,CLE,PIT,PHA
Mark Leiter                3.15 11 (1990-2001) DET,SFG,MON,PHI,MIL,NYY,CAL,SEA
Claude Raymond             3.15 12 (1959-1971) CHW,MLN,HOU,ATL,MON
Scott Servais              3.15 11 (1991-2001) HOU,CHC,SFG,COL
John Shelby                3.15 11 (1981-1991) BAL,LAD,DET
Emilio Bonifácio            3.2 12 (2007-2020) ARI,WSN,FLA,MIA,KCR,TOR,ATL,CHC,CHW
Rob Ducey                   3.2 13 (1987-2001) TOR,CAL,TEX,SEA,PHI,MON
Josh Bard                  3.25 10 (2002-2011) CLE,BOS,SDP,WSN,SEA
Jason Bere                 3.25 11 (1993-2003) CHW,CIN,MIL,CLE,CHC
Joe Evans                  3.25 11 (1915-1925) CLE,WSH,SLB
Art Herring                3.25 11 (1929-1947) DET,BRO,CHW,PIT
Johnny Oates               3.25 11 (1970-1981) BAL,ATL,PHI,LAD,NYY
Will Ohman                 3.25 10 (2000-2012) CHC,ATL,LAD,BAL,FLA,CHW
Roy Parmelee               3.25 10 (1929-1939) NYG,STL,CHC,PHA
Ryan Raburn                3.25 12 (2004-2017) DET,CLE,COL,WSN
Phil Roof                  3.25 15 (1961-1977) MLN,CAL,CLE,KCA,OAK,MIL,MIN,CHW,TOR
Lenny Webster              3.25 12 (1989-2000) MIN,MON,PHI,BAL,BOS
Delmon Young               3.25 10 (2006-2015) TBD,MIN,DET,TBR,PHI,BAL
Geoff Blum                  3.3 14 (1999-2012) MON,HOU,TBD,CHW,SDP,ARI
Einar Díaz                  3.3 11 (1996-2006) CLE,TEX,MON,STL,LAD
Dan Johnson                 3.3 10 (2005-2015) OAK,TBR,CHW,BAL,TOR,STL
Johnny McCarthy             3.3 11 (1934-1948) BRO,NYG,BSN
Rudy Seanez                 3.3 17 (1989-2008) SDP,LAD,ATL,BOS,KCR,FLA,PHI,CLE,TEX
Ken Dayley                 3.35 11 (1982-1993) ATL,STL,TOR
Walt Dropo                 3.35 13 (1949-1961) BOS,DET,CHW,CIN,BAL
Willie Harris              3.35 12 (2001-2012) BAL,CHW,BOS,ATL,WSN,NYM,CIN
Lee Guetterman              3.4 11 (1984-1996) NYY,NYM,STL,SEA
Bill Haselman               3.4 13 (1990-2003) TEX,SEA,BOS,DET
Roger Metzger               3.4 11 (1970-1980) CHC,HOU,SFG
Heinie Mueller              3.4 11 (1920-1935) STL,NYG,BSN,SLB
John Wasdin                 3.4 12 (1995-2007) BOS,COL,BAL,TEX,PIT,OAK,TOR
Dick Williams               3.4 13 (1951-1964) BRO,BAL,CLE,KCA,BOS
Joey Eischen               3.45 10 (1994-2006) MON,LAD,DET,CIN,WSN
Jonny Gomes                3.45 13 (2003-2015) TBD,TBR,CIN,WSN,OAK,BOS,KCR,ATL
Keith Moreland             3.45 12 (1978-1989) PHI,CHC,SDP,BAL,DET
Mike Williams              3.45 12 (1992-2003) PHI,KCR,PIT,HOU
Al Evans                    3.5 12 (1939-1951) WSH,BOS
Randy Moore                 3.5 10 (1927-1937) CHW,BSN,BRO,STL
Jim Roland                  3.5 10 (1962-1972) MIN,OAK,TEX,NYY
Jerome Williams             3.5 11 (2003-2016) SFG,CHC,WSN,LAA,HOU,PHI,TEX,STL
Kevin Correia              3.55 13 (2003-2015) SFG,SDP,PIT,MIN,LAD,PHI
Albie Lopez                3.55 11 (1993-2003) CLE,TBD,ARI,ATL,KCR
Alan Bannister              3.6 12 (1974-1985) PHI,CHW,CLE,TEX,HOU
John Barry                  3.6 10 (1899-1908) WHS,BSN,PHI,CHC,CIN,STL,NYG
Joe Borowski                3.6 12 (1995-2008) ATL,NYY,CHC,TBD,FLA,CLE,BAL
Antonio Alfonseca          3.65 11 (1997-2007) FLA,CHC,ATL,PHI,TEX
Pat Borders                3.65 17 (1988-2005) TOR,KCR,HOU,CAL,CHW,STL,CLE,SEA,MIN
Duffy Dyer                 3.65 14 (1968-1981) NYM,PIT,MON,DET
Jack O'Connor              3.65 16 (1892-1910) CLV,STL,PIT,NYY,SLB
Adam Rosales               3.65 11 (2008-2018) CIN,OAK,TEX,SDP,ARI,CLE
Bennie Tate                3.65 10 (1924-1934) WSH,CHW,BOS,CHC
Ron Villone                3.65 15 (1995-2009) SDP,SEA,MIL,CIN,COL,HOU,PIT,FLA,NYY,STL,WSN,CLE
Dave Hansen                 3.7 15 (1990-2005) LAD,CHC,SDP,SEA
Xavier Nady                 3.7 11 (2003-2014) SDP,PIT,NYM,NYY,CHC,ARI,SFG,WSN
Zack Taylor                 3.7 16 (1920-1935) BRO,BSN,NYG,CHC,NYY
Jerome Walton               3.7 10 (1989-1998) CHC,CAL,CIN,ATL,BAL,TBD
Matt Diaz                  3.75 11 (2003-2013) TBD,KCR,ATL,PIT,MIA
Jake Diekman               3.75 11 (2012-2022) PHI,TEX,ARI,KCR,OAK,BOS,CHW
Lou Finney                 3.75 14 (1931-1946) PHA,BOS,SLB
Barry Latman               3.75 11 (1957-1967) CHW,CLE,LAA,CAL,HOU
Glenn Myatt                3.75 16 (1920-1936) PHA,CLE,NYG,DET
Eric O'Flaherty            3.75 12 (2006-2017) SEA,ATL,OAK,NYM
Jason Christiansen          3.8 11 (1995-2005) PIT,STL,SFG,LAA
Mike MacDougal              3.8 12 (2001-2012) KCR,CHW,WSN,STL,LAD
Morrie Martin               3.8 10 (1949-1959) BRO,PHA,CHW,BAL,STL,CLE,CHC
Laynce Nix                  3.8 11 (2003-2013) TEX,MIL,CIN,WSN,PHI
Joe Oliver                  3.8 13 (1989-2001) CIN,MIL,SEA,DET,PIT,BOS,NYY
Geno Petralli               3.8 12 (1982-1993) TOR,TEX
Tim Stauffer                3.8 10 (2005-2015) SDP,NYM,MIN
Anthony Bass               3.85 11 (2011-2022) SDP,TEX,CHC,SEA,MIA,TOR,HOU
Rollie Hemsley             3.85 19 (1928-1947) PIT,CHC,SLB,CIN,CLE,NYY,PHI
Edward Mujica              3.85 11 (2006-2017) SDP,FLA,MIA,STL,BOS,OAK,DET,CLE
Carlos Torres              3.85 10 (2009-2019) CHW,COL,NYM,MIL,WSN,DET
Brian Boehringer            3.9 10 (1995-2004) NYY,SDP,SFG,PIT
Alvaro Espinoza             3.9 12 (1984-1997) MIN,NYY,CLE,NYM,SEA
Billy Hatcher               3.9 12 (1984-1995) CHC,HOU,PIT,CIN,BOS,PHI,TEX
Logan Morrison              3.9 11 (2010-2020) FLA,MIA,SEA,TBR,MIN,PHI,MIL
Birdie Tebbetts             3.9 14 (1936-1952) DET,BOS,CLE
Rabbit Warstler             3.9 11 (1930-1940) BOS,PHA,BSN,CHC
Mark Wohlers                3.9 12 (1991-2002) ATL,CIN,NYY,CLE
John Axford                3.95 11 (2009-2021) MIL,STL,CLE,PIT,COL,OAK,TOR,LAD
Leury Garcia               3.95 10 (2013-2022) CHW,TEX
Duane Kuiper               3.95 11 (1974-1984) CLE,SFG
Mike Lamb                  3.95 10 (2000-2010) TEX,HOU,MIN,MIL,FLA
Tommy Milone               3.95 12 (2011-2022) WSN,OAK,MIN,MIL,NYM,SEA,ATL,BAL,TOR
Mike Morse                 3.95 13 (2005-2017) SEA,WSN,BAL,SFG,PIT,MIA
Lenn Sakata                3.95 11 (1977-1987) MIL,BAL,OAK,NYY
Donn Pall                   4.0 10 (1988-1998) PHI,CHW,CHC,NYY,FLA
Oscar Stanage               4.0 14 (1906-1925) CIN,DET
Bill Wambsganss             4.0 13 (1914-1926) CLE,BOS,PHA
Jason Kubel                4.05 10 (2004-2014) MIN,ARI,CLE
Joe Oeschger               4.05 12 (1914-1925) PHI,NYG,BSN,BRO
Don Pavletich              4.05 10 (1962-1971) CIN,CHW,BOS
Jamie Walker               4.05 10 (1997-2009) KCR,DET,BAL
Terry Adams                 4.1 11 (1995-2005) CHC,LAD,PHI,TOR,BOS
Henry Cotto                 4.1 10 (1984-1993) CHC,NYY,SEA,FLA
Joel Peralta                4.1 12 (2005-2016) LAA,KCR,COL,WSN,TBR,LAD,SEA,CHC
Dave Rader                  4.1 10 (1971-1980) SFG,STL,CHC,PHI,BOS
Bob Kuzava                 4.15 10 (1946-1957) CLE,CHW,WSH,NYY,BAL,PHI,PIT,STL
Joe Lahoud                 4.15 11 (1968-1978) BOS,MIL,CAL,TEX,KCR
Don Mueller                4.15 11 (1948-1958) NYG,CHW
Wily Peralta               4.15 10 (2012-2022) MIL,KCR,DET
Luis Sojo                  4.15 13 (1990-2003) TOR,CAL,SEA,NYY,PIT
Jerry Turner               4.15 10 (1974-1983) SDP,CHW,DET
Boom-Boom Beck              4.2 12 (1924-1945) SLB,BRO,PHI,DET,CIN,PIT
Mark Hendrickson            4.2 10 (2002-2011) TOR,TBD,LAD,FLA,BAL
Shawn Kelley                4.2 11 (2009-2019) SEA,NYY,SDP,WSN,OAK,TEX
Larry Kopf                  4.2 10 (1913-1923) CLE,PHA,CIN,BSN
Hal Smith                   4.2 10 (1955-1964) BAL,KCA,PIT,HOU,CIN
Curt Young                  4.2 11 (1983-1993) OAK,KCR,NYY
Jerry Augustine             4.2 10 (1975-1984) MIL
Daryl Boston               4.25 11 (1984-1994) CHW,NYM,COL,NYY
Leo Durocher               4.25 16 (1928-1945) NYY,CIN,STL,BRO
Rene Gonzales              4.25 13 (1984-1997) MON,BAL,TOR,CAL,CLE,TEX,COL
Ed Kranepool               4.25 18 (1962-1979) NYM
Matt Mantei                4.25 10 (1995-2005) FLA,ARI,BOS
Ed Nunez                   4.25 13 (1982-1994) SEA,NYM,DET,OAK,MIL,TEX
Todd Pratt                 4.25 14 (1992-2006) PHI,CHC,NYM,ATL
Carl Sawatski              4.25 10 (1950-1963) CHC,CHW,MLN,PHI,STL
Mike Blowers                4.3 11 (1989-1999) NYY,SEA,LAD,OAK
Jim Owens                   4.3 12 (1955-1967) PHI,CIN,HOU
Art Wilson                  4.3 11 (1909-1921) NYG,CHC,PIT,BSN,CLE
Lerrin LaGrow              4.35 10 (1970-1980) DET,STL,CHW,LAD,PHI
Ramon Ortiz                4.35 12 (1999-2013) ANA,CIN,WSN,MIN,COL,LAD,CHC,TOR
Tony Scott                 4.35 11 (1973-1984) MON,STL,HOU
Al Spangler                4.35 12 (1959-1970) MLN,HOU,CAL,CHC
Bob Stinson                4.35 12 (1969-1980) LAD,STL,HOU,MON,KCR,SEA
Al Todd                    4.35 10 (1932-1943) PHI,PIT,BRO,CHC
Brad Boxberger              4.4 11 (2012-2022) SDP,TBR,ARI,KCR,MIL,MIA
Con Daily                   4.4 11 (1885-1896) PRO,BSN,IND,BRO,CHC
Johnny Gooch                4.4 11 (1921-1933) PIT,BRO,CIN,BOS
Jeff Reed                   4.4 17 (1984-2000) MIN,MON,CIN,SFG,COL,CHC
Ron Taylor                  4.4 11 (1962-1972) CLE,STL,HOU,NYM,SDP
Luis Avilán                4.45 10 (2012-2021) ATL,LAD,CHW,PHI,NYM,WSN,NYY
Randy Choate               4.45 15 (2000-2015) NYY,ARI,TBR,FLA,MIA,LAD,STL
Jack Fisher                4.45 11 (1959-1969) BAL,SFG,NYM,CHW,CIN
Wally Gerber               4.45 15 (1914-1929) PIT,SLB,BOS
Eddie Grant                4.45 10 (1905-1915) CLE,PHI,CIN,NYG
Jack Rothrock              4.45 11 (1925-1937) BOS,CHW,STL,PHA
Chris Snyder               4.45 10 (2004-2013) ARI,PIT,HOU,BAL
Homer Summa                4.45 10 (1920-1930) PIT,CLE,PHA
Jaret Wright               4.45 11 (1997-2007) CLE,ATL,SDP,NYY,BAL
Buck Martinez               4.5 17 (1969-1986) KCR,MIL,TOR
Turner Ward                 4.5 11 (1990-2000) CLE,TOR,MIL,PIT,ARI
Rod Barajas                4.55 14 (1999-2012) ARI,TEX,PHI,TOR,LAD,NYM,PIT
Adam Eaton                 4.55 10 (2000-2009) SDP,PHI,COL,BAL,TEX
Kevin Gregg                4.55 13 (2003-2015) ANA,LAA,FLA,CHC,TOR,BAL,MIA,CIN
Jason Johnson              4.55 11 (1997-2008) PIT,TBD,BAL,DET,BOS,CIN,CLE,LAD
Kyle Kendrick              4.55 10 (2007-2017) PHI,COL,BOS
Gene Stephens              4.55 11 (1952-1964) BOS,BAL,KCA,CHW
Tim Stoddard               4.55 13 (1975-1989) CHC,SDP,NYY,CHW,BAL,CLE
Red Wilson                 4.55 10 (1951-1960) CHW,DET,CLE
Paul Abbott                 4.6 11 (1990-2004) MIN,SEA,PHI,TBD,CLE,KCR
Mark Carreon                4.6 10 (1987-1996) NYM,DET,SFG,CLE
Jason Grilli                4.6 15 (2000-2017) FLA,DET,COL,TEX,PIT,LAA,ATL,TOR,CHW
Bob Patterson               4.6 13 (1985-1998) SDP,PIT,CHC,TEX,CAL
Greg Pryor                  4.6 10 (1976-1986) TEX,CHW,KCR
Howie Reed                  4.6 10 (1958-1971) KCA,LAD,CAL,HOU,MON
Bryan Shaw                  4.6 12 (2011-2022) ARI,CLE,COL,SEA
Tanyon Sturtze              4.6 12 (1995-2008) CHC,TEX,TBD,CHW,TOR,NYY,LAD
Julian Tavarez              4.6 17 (1993-2009) SFG,COL,CHC,FLA,PIT,STL,BOS,MIL,ATL,WSN,CLE
Bill Almon                 4.65 15 (1974-1988) SDP,MON,NYM,CHW,OAK,PIT,PHI
Jose Alvarez               4.65 10 (2013-2022) DET,LAA,PHI,SFG
Roberto Hernandez          4.65 11 (2006-2016) CLE,TBR,LAD,PHI,HOU,ATL
Bernie Friberg             4.65 14 (1919-1933) CHC,PHI,BOS
Jim Hegan                  4.65 17 (1941-1960) CLE,DET,PHI,SFG,CHC
Trever Miller              4.65 13 (1996-2011) HOU,PHI,LAD,TOR,TBD,TBR,STL,BOS,DET
Mickey Owen                4.65 13 (1937-1954) STL,BRO,CHC,BOS
Rich Garces                 4.7 10 (1990-2002) FLA,CHC,BOS,MIN
Hank Johnson                4.7 12 (1925-1939) NYY,BOS,PHA,CIN
Ron Kittle                  4.7 10 (1982-1991) CHW,NYY,CLE,BAL
Bill Knickerbocker          4.7 10 (1933-1942) CLE,SLB,NYY,CHW,PHA
Brad Peacock                4.7 10 (2011-2021) WSN,HOU,BOS
Del Rice                    4.7 17 (1945-1961) STL,MLN,BAL,CHC,LAA
Juan Rincon                 4.7 10 (2001-2010) MIN,CLE,COL,DET
Luke Sewell                 4.7 20 (1921-1942) CLE,WSH,CHW,SLB
Ron Davis                  4.75 11 (1978-1988) NYY,MIN,CHC,LAD,SFG
Hank Foiles                4.75 10 (1953-1963) CLE,CIN,PIT,KCA,DET,BAL,LAA
David Hernandez            4.75 10 (2009-2019) BAL,ARI,PHI,LAA,CIN
Doug Mirabelli             4.75 12 (1996-2007) SFG,TEX,BOS,SDP
Sean Berry                  4.8 11 (1990-2000) KCR,MON,HOU,MIL,BOS
Jesse Chavez                4.8 15 (2008-2022) PIT,ATL,KCR,TOR,OAK,LAD,LAA,TEX,CHC
Adam Comorosky              4.8 10 (1926-1935) PIT,CIN
Mark Gardner                4.8 13 (1989-2001) MON,FLA,SFG,KCR
Anthony Swarzak            4.85 11 (2009-2021) MIN,NYY,CHW,MIL,NYM,ATL,SEA,KCR,ARI,CLE
Matt Adams                  4.9 10 (2012-2021) STL,ATL,WSN,COL
Kiko Garcia                 4.9 10 (1976-1985) BAL,HOU,PHI
Jose Lima                   4.9 13 (1994-2006) HOU,DET,KCR,LAD,NYM
Eli Marrero                 4.9 10 (1997-2006) STL,ATL,BAL,KCR,NYM,COL
Steve Ridzik                4.9 12 (1950-1966) PHI,CIN,NYG,CLE,WSA
Tony Sipp                   4.9 11 (2009-2019) CLE,ARI,HOU,WSN
Luis Vizcaino               4.9 11 (1999-2009) MIL,CHW,ARI,NYY,COL,CLE,CHC,OAK
John Wathan                 4.9 10 (1976-1985) KCR
Steve Bilko                4.95 10 (1949-1962) STL,CHC,CIN,LAD,DET,LAA
Jumbo Brown                4.95 12 (1925-1941) CHC,CLE,NYY,NYG,CIN
Tony Cloninger             4.95 12 (1961-1972) MLN,ATL,CIN,STL
Ryne Duren                 4.95 10 (1954-1965) BAL,KCA,NYY,LAA,PHI,CIN,WSA
Connie Mack                4.95 10 (1886-1896) WHS,PIT
Pete Smith                 4.95 11 (1987-1998) ATL,NYM,CIN,SDP,BAL
Endy Chavez                 5.0 13 (2001-2014) KCR,MON,WSN,PHI,NYM,SEA,TEX,BAL
Brandon Moss                5.0 11 (2007-2017) BOS,PIT,PHI,OAK,CLE,STL,KCR
Rich Rodriguez              5.0 13 (1990-2003) SDP,FLA,STL,SFG,NYM,CLE,TEX,ANA
Bud Byerly                 5.05 11 (1943-1960) STL,CIN,WSH,BOS,SFG
Juan Cruz                  5.05 12 (2001-2012) CHC,ATL,OAK,ARI,KCR,TBR,PIT
Erasmo Ramírez             5.05 11 (2012-2022) SEA,TBR,DET,BOS,NYM,WSN
Frank Baumann               5.1 11 (1955-1965) BOS,CHW,CHC
Wade LeBlanc                5.1 13 (2008-2021) SDP,MIA,HOU,LAA,NYY,PIT,SEA,STL,BAL
Eric McNair                 5.1 14 (1929-1942) PHA,BOS,CHW,DET
Ross Grimsley              5.15 11 (1971-1982) CIN,MON,CLE,BAL
Mike Lum                   5.15 15 (1967-1981) ATL,CIN,CHC
Pedro Borbon                5.2 12 (1969-1980) CAL,CIN,SFG,STL
Red Dooin                   5.2 15 (1902-1916) PHI,CIN,NYG
Kirt Manwaring              5.2 13 (1987-1999) SFG,HOU,COL
Glendon Rusch               5.2 12 (1997-2009) KCR,NYM,MIL,CHC,SDP,COL
Russ Snyder                 5.2 12 (1959-1970) KCA,BAL,CHW,CLE,MIL
Glenn Abbott               5.25 11 (1973-1984) OAK,DET,SEA
Dick Coffman               5.25 15 (1927-1945) WSH,SLB,NYG,BSN,PHI
Stan Belinda                5.3 12 (1989-2000) PIT,KCR,CIN,ATL,COL,BOS
Tom Gorzelanny             5.35 12 (2005-2016) PIT,CHC,WSN,MIL,DET,CLE
Tom Griffin                5.35 14 (1969-1982) HOU,SDP,SFG,PIT,CAL
Jason Grimsley             5.35 15 (1989-2006) PHI,NYY,KCR,BAL,ARI,CLE,CAL
Bill Stein                 5.35 14 (1972-1985) STL,CHW,SEA,TEX
Dale Berra                  5.4 11 (1977-1987) PIT,NYY,HOU
Joe Boever                  5.4 12 (1985-1996) STL,ATL,PHI,HOU,PIT,DET,OAK
William Clarke              5.4 13 (1893-1905) BLN,BSN,WSH,NYG
Blue Moon Odom              5.4 13 (1964-1976) KCA,OAK,ATL,CLE,CHW
Yorvit Torrealba            5.4 13 (2001-2013) SFG,SEA,COL,SDP,TEX,TOR,MIL
Bob Walk                    5.4 14 (1980-1993) PHI,ATL,PIT
Ken Boswell                5.45 11 (1967-1977) NYM,HOU
Brad Brach                 5.45 11 (2011-2021) SDP,BAL,ATL,NYM,CHC,CIN
Joe Orsulak                5.45 14 (1983-1997) PIT,BAL,NYM,FLA,MON
Josh Tomlin                5.45 12 (2010-2021) CLE,ATL
Bill Tuttle                5.45 11 (1952-1963) DET,KCA,MIN
Mike Magnante               5.5 12 (1991-2002) KCR,HOU,ANA,OAK
Tom Foley                   5.6 13 (1983-1995) CIN,PHI,MON,PIT
Joe Girardi                 5.6 15 (1989-2003) CHC,COL,NYY,STL
Mike Maddux                 5.6 15 (1986-2000) PHI,LAD,SDP,NYM,PIT,BOS,MON,HOU,SEA
Salomon Torres              5.6 12 (1993-2008) SFG,SEA,MON,PIT,MIL
